City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,30-11-2020,65.96,72.13,2.38,16.28,6.002202295439116,8.36,520.71,47.68,130.18,,,,122.19117647058825,Moderate
Ahmedabad,1/12/2020,120.95,154.53,7.71,54.84,20.11992248551537,27.36,1682.28,21.7,0.73,,,,200.3653846153846,Poor
Ahmedabad,2/12/2020,133.47,172.63,16.54,49.35,21.19427166379868,28.12,1815.8,23.84,0.17,,,,205.18076923076924,Poor
Ahmedabad,3/12/2020,150.37,202.15,41.57,40.1,26.27008903904141,36.48,2296.45,35.76,0.0,,,,211.68076923076924,Poor
Ahmedabad,4/12/2020,160.79,205.8,23.92,58.95,26.656082755789907,40.53,2189.64,28.13,0.02,,,,215.68846153846152,Poor
Ahmedabad,5/12/2020,249.51,322.46,57.22,137.09,62.502032584500256,178.34,3845.22,110.63,0.0,,,,249.81153846153848,Poor
Ahmedabad,6/12/2020,232.03,281.96,27.94,98.71,40.73842018849754,96.26,2883.91,84.88,0.02,,,,243.08846153846156,Poor
Ahmedabad,7/12/2020,106.27,143.12,19.89,40.1,19.296469223118574,31.67,1628.88,21.22,0.02,,,,177.11666666666667,Moderate
Ahmedabad,8/12/2020,122.37,163.42,9.28,59.63,22.165689184282396,43.06,1735.69,25.99,0.59,,,,200.91153846153847,Poor
Ahmedabad,9/12/2020,213.63,276.18,34.87,69.92,33.70690131506244,58.77,2857.21,46.25,0.0,,,,236.01153846153846,Poor
Ahmedabad,10/12/2020,145.72,184.11,6.48,67.17,23.69036436543896,38.0,1762.39,28.61,1.54,,,,209.8923076923077,Poor
Ahmedabad,11/12/2020,84.27,89.55,0.0,16.79,5.40069542017271,3.17,540.73,21.46,91.55,,,,140.45,Moderate
Ahmedabad,12/12/2020,129.55,154.0,11.96,40.44,16.855058964684336,9.63,1695.63,19.31,0.2,,,,203.67307692307693,Poor
Ahmedabad,13-12-2020,294.44,372.0,84.04,54.15,44.450393097895585,61.81,3845.22,53.88,0.0,,,,258.888,Poor
Ahmedabad,14-12-2020,103.12,121.52,2.68,61.01,20.486616516426437,19.25,1388.55,16.69,8.76,,,,171.86666666666667,Moderate
Ahmedabad,15-12-2020,154.42,203.12,39.79,46.61,27.791547605891733,24.07,2323.15,22.89,0.0,,,,213.23846153846154,Poor
Ahmedabad,16-12-2020,82.19,92.38,0.0,28.79,9.260632587657673,14.31,807.76,18.84,53.64,,,,136.98333333333335,Moderate
Ahmedabad,17-12-2020,75.38,85.11,0.0,14.74,4.741289487394029,12.16,640.87,14.19,72.96,,,,125.63333333333333,Moderate
Ahmedabad,18-12-2020,86.72,99.66,0.0,17.82,5.73200669371517,14.31,727.65,14.42,66.52,,,,144.53333333333333,Moderate
Ahmedabad,19-12-2020,79.28,89.38,0.0,14.74,4.741289487394029,12.41,654.22,13.47,76.53,,,,132.13333333333333,Moderate
Ahmedabad,20-12-2020,39.45,47.61,0.0,14.05,4.519343100263644,12.29,520.71,10.49,59.37,,,,65.75,Satisfactory
Ahmedabad,21-12-2020,55.16,65.83,0.0,17.31,5.567959364097058,13.81,620.84,10.73,42.56,,,,91.93333333333334,Satisfactory
Ahmedabad,22-12-2020,77.91,96.79,0.41,30.5,9.942554820580016,18.75,961.3,15.14,13.95,,,,129.85,Moderate
Ahmedabad,23-12-2020,117.6,148.87,16.54,35.64,16.78429344994711,23.81,1522.06,17.41,0.12,,,,196.0,Moderate
Ahmedabad,24-12-2020,167.85,223.14,46.49,45.93,29.727949418246688,37.49,2510.07,23.84,0.0,,,,218.40384615384616,Poor
Ahmedabad,25-12-2020,108.53,133.88,3.13,38.73,13.464747485910046,20.01,1148.22,14.42,4.78,,,,180.88333333333333,Moderate
Ahmedabad,26-12-2020,94.91,111.12,0.03,24.68,7.948253950712785,16.21,854.49,14.42,26.46,,,,158.18333333333334,Moderate
Ahmedabad,27-12-2020,239.23,296.21,43.36,127.49,54.955855422067145,143.89,3070.83,82.02,0.0,,,,245.8576923076923,Poor
Ahmedabad,28-12-2020,68.91,139.67,0.0,21.76,6.999352730372733,11.78,574.11,19.31,71.53,,,,114.85,Moderate
Ahmedabad,29-12-2020,62.63,101.28,3.13,38.39,13.355382599497972,21.53,1041.41,16.93,4.07,,,,104.38333333333334,Moderate
Ahmedabad,30-12-2020,49.41,58.4,0.0,13.88,4.464660657057607,11.53,607.49,17.88,97.28,,,,97.28,Satisfactory
Ahmedabad,31-12-2020,56.5,66.35,0.0,11.31,3.6379907803545772,10.01,527.38,17.64,105.86,,,,104.30882352941177,Moderate
Ahmedabad,1/1/2021,106.42,121.51,0.0,18.85,6.063317967257629,14.95,774.38,14.42,57.94,,,,177.36666666666667,Moderate
Ahmedabad,2/1/2021,115.08,125.53,0.0,20.05,6.449311684006125,13.93,767.71,16.21,70.81,,,,191.8,Moderate
Ahmedabad,3/1/2021,94.08,106.82,0.0,16.79,5.40069542017271,12.03,667.57,15.74,85.12,,,,156.8,Moderate
Ahmedabad,4/1/2021,192.22,209.49,0.0,22.62,7.2759815607091545,14.57,1081.47,13.71,55.08,,,,227.77692307692308,Poor
Ahmedabad,5/1/2021,175.22,188.13,0.0,15.59,5.0147017034242145,11.27,907.9,14.9,89.41,,,,221.23846153846154,Poor
Ahmedabad,6/1/2021,137.8,149.89,0.0,21.08,6.780622957548584,12.54,921.25,14.9,69.38,,,,206.84615384615384,Poor
Ahmedabad,7/1/2021,79.58,97.67,0.64,39.76,12.995121797199374,17.23,1094.82,14.78,18.42,,,,132.63333333333333,Moderate
Ahmedabad,8/1/2021,106.43,130.2,1.43,45.24,15.011938967210268,9.37,1388.55,15.74,6.53,,,,177.38333333333335,Moderate
Ahmedabad,9/1/2021,78.96,86.3,0.0,20.22,6.503994127212161,11.78,781.06,16.21,77.25,,,,131.6,Moderate
Ahmedabad,10/1/2021,96.97,113.29,0.29,22.28,7.259898489177967,7.54,934.6,9.42,13.05,,,,161.61666666666667,Moderate
Ahmedabad,11/1/2021,104.0,116.47,0.06,30.5,9.829973319861704,13.17,1041.41,12.4,20.92,,,,173.33333333333334,Moderate
Ahmedabad,12/1/2021,146.97,176.57,10.17,42.5,16.94190755095275,19.76,1575.47,16.93,0.24,,,,210.37307692307692,Poor
Ahmedabad,13-01-2021,81.59,94.46,0.0,20.39,6.558676570418199,10.89,847.82,11.8,45.78,,,,135.98333333333335,Moderate
Ahmedabad,14-01-2021,43.46,56.14,0.0,22.62,7.2759815607091545,15.07,720.98,13.95,41.84,,,,72.43333333333334,Satisfactory
Ahmedabad,15-01-2021,52.78,67.53,0.02,25.02,8.054402222818622,17.48,787.74,14.07,33.26,,,,87.96666666666667,Satisfactory
Ahmedabad,16-01-2021,358.79,417.06,101.03,50.04,48.59339232432944,37.49,4806.52,43.87,0.0,,,,271.758,Poor
Ahmedabad,17-01-2021,270.12,309.3,43.36,71.29,36.878483021012585,87.14,3284.45,81.06,0.0,,,,254.024,Poor
Ahmedabad,18-01-2021,235.98,266.38,31.29,42.16,23.626032079314207,28.63,2349.85,28.85,0.0,,,,244.6076923076923,Poor
Ahmedabad,19-01-2021,163.96,194.51,33.08,49.35,26.514551726315457,28.63,2243.04,30.52,0.0,,,,216.90769230769232,Poor
Ahmedabad,20-01-2021,137.93,154.6,1.06,46.61,15.333600397834015,20.77,1295.09,19.79,12.7,,,,206.89615384615385,Poor
Ahmedabad,21-01-2021,501.41,559.03,98.35,67.17,53.24139999684258,44.58,5607.61,39.58,0.0,,,,109.175,Moderate
Ahmedabad,22-01-2021,244.17,284.97,23.92,52.09,24.449485341711004,35.97,2403.26,27.9,0.03,,,,247.7576923076923,Poor
Ahmedabad,23-01-2021,622.81,676.86,157.36,66.49,72.00391124512575,40.03,6942.75,64.85,0.0,,,,138.68,Moderate
Ahmedabad,24-01-2021,88.43,180.04,0.0,28.79,9.260632587657673,14.95,747.68,16.93,40.77,,,,147.38333333333335,Moderate
Ahmedabad,25-01-2021,208.68,294.44,2.85,38.04,13.15273589820501,22.8,1441.96,14.31,5.1,,,,234.1076923076923,Poor
Ahmedabad,26-01-2021,94.93,116.25,0.0,26.05,8.379280267748607,18.75,947.95,16.45,40.77,,,,158.21666666666667,Moderate
Ahmedabad,27-01-2021,43.32,52.99,0.0,15.25,4.905336817012141,13.05,587.46,14.19,80.11,,,,80.11,Satisfactory
Ahmedabad,28-01-2021,63.5,69.82,0.0,14.4,4.6319246009819555,12.29,560.76,16.93,69.38,,,,105.83333333333333,Moderate
Ahmedabad,29-01-2021,73.87,95.71,0.26,32.56,10.556928153071372,20.27,947.95,16.69,16.99,,,,123.11666666666667,Moderate
Ahmedabad,30-01-2021,68.13,79.23,0.0,16.97,5.458594477684985,12.92,654.22,15.5,75.1,,,,113.55,Moderate
Ahmedabad,31-01-2021,72.04,82.69,0.0,18.17,5.844588194433482,14.31,727.65,13.47,56.51,,,,120.06666666666668,Moderate
Ahmedabad,1/2/2021,50.74,60.58,0.0,17.65,5.677324250509132,14.44,627.52,11.09,44.35,,,,84.56666666666666,Satisfactory
Ahmedabad,2/2/2021,80.34,98.41,0.01,27.76,8.932537928421453,19.76,988.01,15.74,34.33,,,,133.9,Moderate
Ahmedabad,3/2/2021,307.74,398.93,75.1,83.63,51.05731888290734,73.97,4058.84,71.53,0.0,,,,261.548,Poor
Ahmedabad,4/2/2021,130.47,165.91,15.87,67.17,26.710765198995944,32.42,1922.61,44.82,0.21,,,,204.02692307692308,Poor
Ahmedabad,5/2/2021,73.43,99.2,0.0,26.05,8.379280267748607,14.31,700.95,23.84,72.96,,,,122.38333333333335,Moderate
Ahmedabad,6/2/2021,103.86,132.49,0.0,28.45,9.1512677012456,19.0,988.01,19.31,47.92,,,,173.1,Moderate
Ahmedabad,7/2/2021,54.39,64.46,0.0,10.88,3.4996763651863665,10.51,547.41,12.52,101.57,,,,101.15441176470588,Moderate
Ahmedabad,8/2/2021,54.15,65.48,0.0,17.14,5.5132769208910215,15.2,660.9,14.9,72.24,,,,90.25,Satisfactory
Ahmedabad,9/2/2021,102.51,125.59,0.47,38.39,12.499763194038804,22.55,1268.39,23.13,13.59,,,,170.85000000000002,Moderate
Ahmedabad,10/2/2021,220.16,270.9,49.62,42.84,29.740815875471636,39.01,2990.72,39.1,0.0,,,,238.52307692307693,Poor
Ahmedabad,11/2/2021,246.55,305.64,68.84,62.38,42.20841292644806,58.77,3685.0,77.25,0.0,,,,248.67307692307693,Poor
Ahmedabad,12/2/2021,137.96,164.71,0.55,43.53,14.178835861894761,21.03,1468.66,24.56,12.88,,,,206.90769230769232,Poor
Ahmedabad,13-02-2021,183.93,221.95,21.68,45.93,21.747529324471525,29.39,2002.72,28.61,0.02,,,,224.58846153846153,Poor
Ahmedabad,14-02-2021,250.17,298.21,48.73,61.01,35.29912539664998,48.13,3257.75,60.08,0.0,,,,250.034,Poor
Ahmedabad,15-02-2021,120.04,150.86,8.83,60.32,22.2428879276321,34.45,1735.69,36.72,1.61,,,,200.01538461538462,Poor
Ahmedabad,16-02-2021,83.25,106.08,7.38,43.18,16.263201932336642,22.29,1268.39,24.8,0.78,,,,138.75,Moderate
Ahmedabad,17-02-2021,131.73,167.22,34.87,52.09,27.97167800704103,32.93,2082.82,37.19,0.0,,,,204.51153846153846,Poor
Ahmedabad,18-02-2021,210.15,263.38,39.79,52.78,29.77619863284025,46.61,2803.8,50.55,0.0,,,,234.67307692307693,Poor
Ahmedabad,19-02-2021,88.39,107.45,0.01,32.9,10.585877681827508,19.0,1108.17,20.5,34.33,,,,147.31666666666666,Moderate
Ahmedabad,20-02-2021,83.82,99.8,0.0,23.65,7.607292834251614,16.09,841.14,19.07,50.78,,,,139.7,Moderate
Ahmedabad,21-02-2021,118.52,142.03,0.62,39.41,12.876107067868586,24.57,1401.9,26.46,10.46,,,,197.53333333333333,Moderate
Ahmedabad,22-02-2021,101.01,117.72,0.05,29.47,9.495445432013009,18.49,1054.76,21.94,24.32,,,,168.35000000000002,Moderate
Ahmedabad,23-02-2021,276.32,331.34,61.69,64.43,40.567939630266956,76.0,3685.0,89.65,0.0,,,,255.264,Poor
Ahmedabad,24-02-2021,149.35,177.03,19.22,58.26,24.922327644727908,30.4,2082.82,45.78,0.03,,,,211.28846153846155,Poor
Ahmedabad,25-02-2021,116.1,139.68,13.75,62.38,24.48808471338585,39.52,1895.9,43.39,2.55,,,,193.5,Moderate
Ahmedabad,26-02-2021,97.24,123.38,24.36,40.1,20.73429581800673,23.05,1869.2,35.29,0.03,,,,162.06666666666666,Moderate
Ahmedabad,27-02-2021,59.19,92.73,0.0,17.82,5.73200669371517,7.66,540.73,13.95,65.8,,,,98.65,Satisfactory
Ahmedabad,28-02-2021,33.71,48.0,0.0,14.74,4.741289487394029,9.63,527.38,11.21,46.49,,,,56.18333333333334,Satisfactory
Ahmedabad,1/3/2021,75.66,139.51,0.71,41.81,13.677044030121719,19.76,1081.47,23.84,8.32,,,,126.1,Moderate
Ahmedabad,2/3/2021,31.76,48.85,0.0,20.05,6.449311684006125,12.79,587.46,16.45,56.51,,,,56.51,Satisfactory
Ahmedabad,3/3/2021,28.49,40.61,0.0,25.36,8.157333880618221,13.55,640.87,17.88,65.09,,,,65.09,Satisfactory
Ahmedabad,4/3/2021,44.32,60.06,0.0,32.22,10.363931294697124,16.72,841.14,23.6,41.13,,,,73.86666666666667,Satisfactory
Ahmedabad,5/3/2021,115.94,210.72,21.01,56.21,24.838695672765734,30.65,1789.09,39.58,0.02,,,,193.23333333333335,Moderate
Ahmedabad,6/3/2021,120.93,221.08,19.89,54.15,23.815812323382218,25.59,2029.42,38.15,0.0,,,,200.3576923076923,Poor
Ahmedabad,7/3/2021,70.56,136.7,2.1,37.36,12.692760052413053,16.97,1001.36,19.79,10.01,,,,117.60000000000001,Moderate
Ahmedabad,8/3/2021,55.85,104.59,0.01,20.74,6.674474685442748,12.79,647.54,12.99,30.4,,,,101.53,Moderate
Ahmedabad,9/3/2021,79.86,124.0,7.1,36.67,14.079120818401401,17.48,1268.39,26.7,3.58,,,,133.1,Moderate
Ahmedabad,10/3/2021,45.22,90.79,0.02,32.22,10.3703645233096,12.54,754.36,20.03,30.4,,,,90.79,Satisfactory
Ahmedabad,11/3/2021,91.26,135.72,20.34,53.47,23.74183019433876,31.41,1789.09,42.44,0.01,,,,152.10000000000002,Moderate
Ahmedabad,12/3/2021,43.47,69.07,0.0,15.08,4.850654373806103,9.63,500.68,14.07,60.08,,,,72.45,Satisfactory
Ahmedabad,13-03-2021,79.27,186.15,0.0,32.22,10.363931294697124,13.81,727.65,21.7,37.91,,,,132.11666666666667,Moderate
Ahmedabad,14-03-2021,199.62,291.91,47.83,97.33,46.69237326934309,103.35,3204.35,100.14,0.0,,,,230.62307692307692,Poor
Ahmedabad,15-03-2021,48.7,72.98,0.0,22.96,7.385346447121228,12.16,594.14,14.78,55.79,,,,81.16666666666667,Satisfactory
Ahmedabad,16-03-2021,83.77,142.59,0.05,37.7,12.142719006046445,16.97,921.25,24.56,25.75,,,,139.61666666666667,Moderate
Ahmedabad,17-03-2021,70.44,132.68,0.0,24.33,7.826022607075761,14.06,654.22,18.84,43.27,,,,117.4,Moderate
Ahmedabad,18-03-2021,50.2,93.32,0.0,19.19,6.172682853669704,11.02,520.71,15.5,52.93,,,,93.32,Satisfactory
Ahmedabad,19-03-2021,79.22,126.95,6.04,45.24,16.49479816238574,20.77,1295.09,31.95,0.66,,,,132.03333333333333,Moderate
Ahmedabad,20-03-2021,114.48,217.52,18.33,43.87,20.007340984797057,24.07,1682.28,35.29,0.04,,,,190.8,Moderate
Ahmedabad,21-03-2021,180.69,265.41,35.76,52.09,28.257956680296164,47.12,2536.77,59.61,0.0,,,,223.34230769230768,Poor
Ahmedabad,22-03-2021,69.17,109.39,0.0,28.79,9.260632587657673,14.31,801.09,18.12,39.34,,,,115.28333333333333,Moderate
Ahmedabad,23-03-2021,124.21,178.2,23.47,38.39,19.89797609838498,23.56,1869.2,42.44,0.01,,,,201.61923076923077,Poor
Ahmedabad,24-03-2021,140.04,204.78,36.66,39.76,24.58136652826673,29.13,2243.04,53.41,0.0,,,,207.7076923076923,Poor
Ahmedabad,25-03-2021,26.99,56.35,0.0,16.45,5.291330533760636,9.63,417.23,15.97,73.67,,,,73.67,Satisfactory
Ahmedabad,26-03-2021,46.69,88.18,0.33,35.64,11.570161659536176,18.75,867.84,23.6,23.25,,,,88.18,Satisfactory
Ahmedabad,27-03-2021,84.08,129.21,2.49,71.29,23.73218035142005,22.04,1602.17,37.67,3.62,,,,140.13333333333333,Moderate
Ahmedabad,28-03-2021,82.43,128.21,0.12,43.18,13.92793994600824,21.28,1228.33,32.42,15.38,,,,137.38333333333335,Moderate
Ahmedabad,29-03-2021,49.67,94.91,0.0,11.31,3.6379907803545772,7.85,447.27,12.64,86.55,,,,94.91,Satisfactory
Ahmedabad,30-03-2021,51.54,84.63,0.0,13.02,4.1880318267211845,8.04,453.95,13.11,77.96,,,,85.9,Satisfactory
Ahmedabad,31-03-2021,46.16,94.68,0.0,17.14,5.5132769208910215,10.13,494.0,12.28,38.62,,,,94.68,Satisfactory
Ahmedabad,1/4/2021,98.45,231.17,0.23,33.24,10.766008082976809,14.82,988.01,17.41,15.38,,,,164.08333333333334,Moderate
Ahmedabad,2/4/2021,58.37,93.45,0.02,37.01,11.911122775997347,18.24,1094.82,27.42,25.75,,,,97.28333333333333,Satisfactory
Ahmedabad,3/4/2021,74.87,128.05,0.01,24.33,7.829239221381998,12.16,660.9,14.42,35.76,,,,124.78333333333335,Moderate
Ahmedabad,4/4/2021,54.69,92.85,0.0,11.31,3.6379907803545772,8.23,407.22,9.18,50.07,,,,92.85,Satisfactory
Ahmedabad,5/4/2021,51.19,88.68,0.0,11.65,3.747355666766651,7.16,407.22,10.01,55.08,,,,88.68,Satisfactory
Ahmedabad,6/4/2021,50.43,84.96,0.0,15.08,4.850654373806103,9.5,520.71,13.95,58.65,,,,84.96,Satisfactory
Ahmedabad,7/4/2021,59.96,124.65,0.0,10.2,3.280946592362218,5.57,407.22,10.97,67.23,,,,108.21666666666667,Moderate
Ahmedabad,8/4/2021,73.38,145.26,0.03,33.59,10.814257297570371,15.96,961.3,25.27,23.6,,,,122.3,Moderate
Ahmedabad,9/4/2021,69.59,115.67,1.17,41.81,13.825008288208643,20.27,1201.63,28.37,7.42,,,,115.98333333333333,Moderate
Ahmedabad,10/4/2021,45.29,74.04,0.0,28.79,9.260632587657673,15.71,821.11,23.6,45.78,,,,75.48333333333333,Satisfactory
Ahmedabad,11/4/2021,76.82,108.67,3.58,40.44,14.159536176057335,22.04,1348.5,32.42,2.06,,,,128.03333333333333,Moderate
Ahmedabad,12/4/2021,32.09,53.13,0.0,14.91,4.795971930600066,11.15,527.38,12.76,54.36,,,,54.36,Satisfactory
Ahmedabad,13-04-2021,36.26,60.32,0.0,15.25,4.905336817012141,8.87,540.73,14.42,79.39,,,,79.39,Satisfactory
Ahmedabad,14-04-2021,28.21,42.82,0.0,22.62,7.2759815607091545,13.55,627.52,18.6,49.35,,,,49.35,Good
Ahmedabad,15-04-2021,65.28,84.02,0.07,35.99,11.599111188292314,18.24,1134.87,31.47,19.67,,,,108.8,Moderate
Ahmedabad,16-04-2021,35.44,58.45,0.0,13.02,4.1880318267211845,6.78,447.27,14.07,70.1,,,,70.1,Satisfactory
Ahmedabad,17-04-2021,37.64,80.04,0.0,8.14,2.6183240452772996,4.31,377.18,9.3,61.51,,,,80.04,Satisfactory
Ahmedabad,18-04-2021,69.27,121.21,5.03,35.99,13.1945518841861,18.24,1148.22,26.7,1.59,,,,115.44999999999999,Moderate
Ahmedabad,19-04-2021,41.94,80.05,0.0,15.77,5.072600760936488,10.77,514.03,13.23,52.21,,,,80.05,Satisfactory
Ahmedabad,20-04-2021,47.88,94.11,0.0,20.39,6.558676570418199,10.51,594.14,15.97,40.05,,,,94.11,Satisfactory
Ahmedabad,21-04-2021,63.84,113.11,2.18,35.64,12.165235306190107,18.24,1041.41,24.8,5.19,,,,106.4,Moderate
Ahmedabad,22-04-2021,119.25,209.22,28.61,40.1,22.10135689815765,27.61,2109.53,50.55,0.01,,,,198.75,Moderate
Ahmedabad,23-04-2021,53.41,153.04,0.0,17.48,5.622641807303096,8.99,527.38,14.78,58.65,,,,117.67999999999999,Moderate
Ahmedabad,24-04-2021,39.55,97.89,0.0,11.65,3.747355666766651,6.84,393.87,11.56,66.52,,,,97.89,Satisfactory
Ahmedabad,25-04-2021,160.07,343.14,41.13,45.24,27.78189776297302,32.93,2536.77,50.55,0.0,,,,215.41153846153847,Poor
Ahmedabad,26-04-2021,108.97,182.82,0.98,54.84,17.955141057417553,18.75,1628.88,40.05,16.27,,,,181.61666666666667,Moderate
Ahmedabad,27-04-2021,55.23,104.72,0.0,14.05,4.519343100263644,9.25,520.71,14.54,67.23,,,,101.57333333333334,Moderate
Ahmedabad,28-04-2021,55.56,95.79,0.0,20.56,6.613359013624236,12.54,674.25,17.88,39.34,,,,95.79,Satisfactory
Ahmedabad,29-04-2021,52.71,78.38,0.0,12.51,4.023984497103073,7.66,500.68,13.47,74.39,,,,87.85,Satisfactory
Ahmedabad,30-04-2021,53.29,77.27,0.0,17.65,5.677324250509132,10.51,627.52,18.6,60.8,,,,88.81666666666666,Satisfactory
Ahmedabad,1/5/2021,47.97,68.5,0.0,14.57,4.686607044187992,8.11,494.0,14.42,67.95,,,,79.95,Satisfactory
Ahmedabad,2/5/2021,52.19,71.19,0.0,17.65,5.677324250509132,9.63,594.14,26.23,68.67,,,,86.98333333333333,Satisfactory
Ahmedabad,3/5/2021,66.89,98.83,0.0,31.53,10.141984907566739,15.07,907.9,23.13,48.64,,,,111.48333333333333,Moderate
Ahmedabad,4/5/2021,26.23,40.75,0.0,7.97,2.5636416020712627,4.37,337.12,9.3,62.94,,,,62.94,Satisfactory
Ahmedabad,5/5/2021,41.63,68.42,0.0,16.28,5.236648090554599,10.26,527.38,14.42,45.06,,,,69.38333333333334,Satisfactory
Ahmedabad,6/5/2021,34.98,68.91,0.0,16.79,5.40069542017271,8.99,540.73,14.42,37.55,,,,68.91,Satisfactory
Ahmedabad,7/5/2021,42.98,76.89,0.0,17.14,5.5132769208910215,10.01,547.41,14.78,49.35,,,,76.89,Satisfactory
Ahmedabad,8/5/2021,35.09,69.83,0.0,22.96,7.385346447121228,10.01,614.17,14.42,43.99,,,,69.83,Satisfactory
Ahmedabad,9/5/2021,32.67,79.66,0.0,9.25,2.9753682332696587,5.83,423.91,9.18,60.08,,,,79.66,Satisfactory
Ahmedabad,10/5/2021,27.55,61.14,0.0,10.71,3.4449939219803296,7.73,440.6,9.89,45.78,,,,61.14,Satisfactory
Ahmedabad,11/5/2021,26.09,59.8,0.0,9.77,3.142632177194007,5.51,380.52,10.97,51.5,,,,59.8,Satisfactory
Ahmedabad,12/5/2021,37.48,79.84,0.0,10.37,3.335629035568255,5.32,380.52,10.37,50.78,,,,79.84,Satisfactory
Ahmedabad,13-05-2021,33.58,87.44,0.0,10.63,3.4192610075304297,5.57,370.5,10.73,43.99,,,,87.44,Satisfactory
Ahmedabad,14-05-2021,33.1,79.83,0.01,16.97,5.461811091991223,6.4,413.9,19.31,27.18,,,,79.83,Satisfactory
Ahmedabad,15-05-2021,34.11,80.22,0.0,16.28,5.236648090554599,9.75,520.71,14.66,44.35,,,,80.22,Satisfactory
Ahmedabad,16-05-2021,42.81,119.9,0.0,22.28,7.166616674297081,12.41,620.84,18.12,31.47,,,,106.63333333333334,Moderate
Ahmedabad,17-05-2021,17.26,23.72,0.0,7.45,2.3963776581469145,7.79,373.84,12.28,50.78,,,,50.78,Satisfactory
Ahmedabad,18-05-2021,9.44,10.29,0.0,6.94,2.2323303285288034,1.87,377.18,8.58,60.8,,,,60.8,Satisfactory
Ahmedabad,19-05-2021,15.12,15.39,0.0,4.11,1.3220284798635997,0.67,383.85,3.01,61.51,,,,61.51,Satisfactory
Ahmedabad,20-05-2021,27.03,44.68,0.0,13.2,4.245930884233458,8.87,507.36,10.13,53.64,,,,53.64,Satisfactory
Ahmedabad,21-05-2021,60.17,130.39,0.01,15.77,5.075817375242726,3.36,487.33,13.23,30.4,,,,110.13,Moderate
Ahmedabad,22-05-2021,49.5,112.6,0.0,14.05,4.519343100263644,2.66,367.17,16.93,41.13,,,,104.2,Moderate
Ahmedabad,23-05-2021,47.64,111.29,0.0,11.48,3.692673223560614,2.63,340.46,15.5,44.7,,,,103.76333333333334,Moderate
Ahmedabad,24-05-2021,28.42,66.47,0.0,11.82,3.8020381099726888,2.95,387.19,12.99,30.4,,,,66.47,Satisfactory
Ahmedabad,25-05-2021,29.58,60.32,0.0,13.02,4.1880318267211845,4.43,473.98,10.37,57.22,,,,60.32,Satisfactory
Ahmedabad,26-05-2021,28.57,70.08,0.0,11.48,3.692673223560614,5.51,390.53,10.01,51.5,,,,70.08,Satisfactory
Ahmedabad,27-05-2021,25.08,64.38,0.01,19.54,6.288480968694252,3.39,353.81,24.8,29.33,,,,64.38,Satisfactory
Ahmedabad,28-05-2021,21.66,67.56,0.07,18.85,6.0858342674012915,4.24,360.49,22.89,17.88,,,,67.56,Satisfactory
Ahmedabad,29-05-2021,21.7,70.18,0.02,16.11,5.188398875961037,3.96,313.76,22.41,22.89,,,,70.18,Satisfactory
Ahmedabad,30-05-2021,18.87,56.27,0.01,13.37,4.303829941745733,4.12,307.08,16.45,23.96,,,,56.27,Satisfactory
Ahmedabad,31-05-2021,25.7,86.79,0.0,9.43,3.033267290781933,5.07,317.1,9.66,43.63,,,,86.79,Satisfactory
Ahmedabad,1/6/2021,32.91,95.29,0.0,13.54,4.355295770645533,6.59,383.85,13.23,51.5,,,,95.29,Satisfactory
Ahmedabad,2/6/2021,21.51,72.49,0.0,11.31,3.6379907803545772,3.55,283.72,13.35,39.7,,,,72.49,Satisfactory
Ahmedabad,3/6/2021,19.43,55.11,0.0,13.54,4.355295770645533,4.12,297.07,17.88,36.12,,,,55.11,Satisfactory
Ahmedabad,4/6/2021,19.0,52.39,0.0,13.88,4.464660657057607,4.5,313.76,16.21,33.26,,,,52.39,Satisfactory
Ahmedabad,5/6/2021,14.3,38.8,0.03,14.05,4.528992943182356,3.58,287.06,16.69,22.53,,,,38.8,Good
Ahmedabad,6/6/2021,18.09,42.06,0.01,13.02,4.191248441027422,2.25,253.68,19.31,28.61,,,,42.06,Good
Ahmedabad,7/6/2021,14.97,27.12,0.01,13.37,4.303829941745733,4.12,297.07,16.45,27.54,,,,27.54,Good
Ahmedabad,8/6/2021,11.72,18.8,0.0,15.59,5.0147017034242145,4.75,333.79,18.12,32.9,,,,32.9,Good
Ahmedabad,9/6/2021,11.64,24.33,0.0,8.4,2.701956017239474,2.66,263.69,11.68,43.27,,,,43.27,Good
Ahmedabad,10/6/2021,15.67,25.12,0.01,9.43,3.0364839050881707,3.07,280.38,12.28,29.33,,,,29.33,Good
Ahmedabad,11/6/2021,8.04,10.9,0.02,6.94,2.2387635571412785,2.53,257.02,7.45,23.6,,,,23.6,Good
Ahmedabad,12/6/2021,11.49,17.3,0.01,10.11,3.255213677912318,3.01,277.04,9.78,27.18,,,,27.18,Good
Ahmedabad,13-06-2021,16.22,37.13,0.0,5.36,1.7241052681432834,1.9,243.66,7.15,31.47,,,,37.13,Good
Ahmedabad,14-06-2021,22.35,48.15,0.0,9.68,3.11368264843787,4.05,313.76,11.33,32.54,,,,48.15,Good
Ahmedabad,15-06-2021,25.48,63.02,0.0,12.85,4.133349383515148,5.32,353.81,13.23,33.62,,,,63.02,Satisfactory
Ahmedabad,16-06-2021,20.3,48.28,0.0,10.97,3.5286258939425035,3.07,283.72,12.52,32.9,,,,48.28,Good
